,gene_name,mean_expression
3176,OR4D11,0.047973763156556666
3177,OR8U1,0.047973763156556666
3178,OR8U3,0.047973763156556666
3179,,0.047973763156556666
3180,OR5M9,0.047973763156556666
3181,LMNTD2,0.31555397366146337
3182,RASSF7,0.6028880866425993
3183,PHRF1,0.6197945797528855
3184,CDHR5,0.1402603345706005
3185,SCT,0.2705038897645803
3186,DRD4,0.25232623175878377
3187,PANO1,0.3986881578278334
3188,PARVA,0.7970712360807444
3189,OR4P4,0.10743885696852595
3190,OR10G6,0.047973763156556666
3191,OR10G9,0.047973763156556666
3192,TTC9C,0.7721055575329232
3193,ZBTB3,0.44427213098083085
3194,POLR2G,0.8609854070269995
3195,TAF6L,0.4964153149946611
3196,TMEM223,0.729267300554228
3197,TMEM179B,0.9227131743529771
3198,NXF1,0.939950170336096
3199,YPEL4,0.38689174759749834
3200,ZDHHC5,0.6524126709716784
3201,MRPL48,0.597396654293995
3202,COA4,0.8294605176183455
3203,PAAF1,0.609803223674175
3204,DNAJB13,0.23369095439060356
3205,UCP3,0.4081964712462501
3206,PPME1,0.7633599430518127
3207,KCNJ1,0.40189149336451924
3208,POLD4,0.7132251995728885
3209,,0.047973763156556666
3210,CLCF1,0.7123608074439416
3211,PPP1CA,0.9560176946153455
3212,TBC1D10C,0.3110286266334469
3213,RPS6KB2,0.5891595057710887
3214,PTPRCAP,0.20107286317181064
3215,CORO1B,0.886968017491229
3216,GPR152,0.10743885696852595
3217,TMEM134,0.6968017491228963
3218,STX5,0.5843290791681497
3219,TUB,0.33558753241470485
3220,SRPRA,0.8891035745156862
3221,DCPS,0.5443128082574872
3222,ST3GAL4,0.5031779122387756
3223,LYVE1,0.8693750953373671
3224,CTR9,0.7397162759953221
3225,ZBED5,0.6952763512482839
3226,EIF3F,0.9612040473890273
3227,TBCEL-TECTA,0.047973763156556666
3228,KCNA4,0.10743885696852595
3229,FSHB,0.10743885696852595
3230,TRPT1,0.636853612650633
3231,BAD,0.7926984288401892
3232,ESRRA,0.6723445365332791
3233,CTSC,0.9276452941475568
3234,DUSP8,0.5068897137336655
3235,KRTAP5-1,0.1268114099761021
3236,KRTAP5-2,0.1402603345706005
3237,KRTAP5-3,0.047973763156556666
3238,KRTAP5-6,0.047973763156556666
3239,IFITM10,0.3152488940865409
3240,,0.047973763156556666
3241,CTSD,0.9006457517669192
3242,MRPL11,0.7678090201860985
3243,PELI3,0.36985813799766104
3244,,0.047973763156556666
3245,BBS1,0.4208064270097117
3246,ZDHHC24,0.6988610362536228
3247,ACTN3,0.23369095439060356
3248,SPI1,0.3880103727055474
3249,SLC39A13,0.8738495957695632
3250,RAPSN,0.24884323994508567
3251,NDUFS3,0.8180200335587532
3252,PTPMT1,0.6207860883713835
3253,KBTBD4,0.4616362434535008
3254,FAM180B,0.1402603345706005
3255,C1QTNF4,0.3087151065236182
3256,MTCH2,0.802969441195912
3257,FNBP4,0.9194589922204709
3258,PGM2L1,0.865256521075914
3259,LIPT2,0.4130014745512788
3260,KCNE3,0.33510448975441093
3261,CTSF,0.694920425077541
3262,RTN4RL2,0.36784969746275487
3263,SLC43A1,0.5446433111303198
3264,TIMM10,0.7951390654395688
3265,UBE2L6,0.9524075863120964
3266,TMX2,0.8877815630243555
3267,SERPING1,0.9858646463619261
3268,SCN2B,0.2040219657293944
3269,HTATIP2,0.8308333757054965
3270,PLAAT5,0.047973763156556666
3271,PPP6R3,0.8739004423653837
3272,C11orf71,0.5786851070320842
3273,RBM7,0.8733919764071796
3274,BMAL1,0.047973763156556666
3275,CADM1,0.6363959932882494
3276,UCP2,0.4051202521991153
3277,PPFIA1,0.8245792444195861
3278,TECTA,0.2789952712665887
3279,SNX19,0.6474805511770987
3280,FAM168A,0.584990084913815
3281,CABP4,0.38790867951390656
3282,NCAM1,0.3606549041541669
3283,VEGFB,0.6309554075354655
3284,MS4A12,0.047973763156556666
3285,MS4A13,0.10743885696852595
3286,MS4A4A,0.37598515279402045
3287,MMP10,0.9872883510448975
3288,KAT5,0.6469720852188946
3289,RNASEH2C,0.7921391162861646
3290,AP5B1,0.4950933035033305
3291,OVOL1,0.19273402145726343
3292,CFL1,0.9954746529719836
3293,SNX32,0.47953424518228505
3294,MUS81,0.7141912848934764
3295,CTSW,0.3100625413128591
3296,MTNR1B,0.047973763156556666
3297,SLC36A4,0.8068846290740835
3298,FAT3,0.28153760105760917
3299,MMP1,0.9995423806376164
3300,MPPED2,0.43061982000305077
3301,PATE1,0.10743885696852595
3302,PATE2,0.1268114099761021
3303,PATE3,0.1268114099761021
3304,PATE4,0.23554685513804852
3305,HYLS1,0.5624396196674633
3306,PUS3,0.733004525347028
3307,DDX25,0.26798698327146997
3308,RPUSD4,0.7382925713123506
3309,WEE1,0.7104540601006762
3310,TMEM109,0.9293740784054507
3311,TMEM132A,0.49453399094930595
3312,CD6,0.40921340316265825
3313,SLC15A3,0.6311587939187472
3314,ART5,0.29061371841155237
3315,ART1,0.3611887934102812
3316,CHRNA10,0.4157217674276707
3317,PGAP2,0.5320842019626786
3318,RHOG,0.9335434992627244
3319,RRM1,0.7595972949611024
3320,TEAD1,0.807189708649006
3321,CTTN,0.9570854731275741
3322,FAM181B,0.32686734123150457
3323,PRCP,0.9856612599786444
3324,DDIAS,0.36279046117862407
3325,RAB30,0.6749631362180302
3326,SCGB1C1,0.35010423552143183
3327,SIRT3,0.6304977881730818
3328,NLRP6,0.2530635073981797
3329,PGGHG,0.49552549956780395
3330,IFITM5,0.15078557990542532
3331,B4GALNT4,0.20717445467025983
3332,PKP3,0.23369095439060356
3333,SIGIRR,0.818350536431586
3334,ANO9,0.2686734123150455
3335,P2RY2,0.6325316520058982
3336,P2RY6,0.7944780596939035
3337,,0.047973763156556666
3338,IFITM1,0.9971017440382366
3339,SCN3B,0.6710225250419485
3340,ZNF202,0.5977780037626481
3341,TMEM126B,0.8305791427263944
3342,TMEM126A,0.7352417755631261
3343,CCDC89,0.2416738699344079
3344,IFITM3,0.9978135963797223
3345,KCTD14,0.41017948848324604
3346,NDUFC2-KCTD14,0.48271215742106066
3347,THRSP,0.2386230741851833
3348,NDUFC2,0.9153404179590177
3349,RRP8,0.7233436721411501
3350,ILK,0.7810545583973153
3351,MRPL17,0.8450195759393908
3352,DCHS1,0.8631718106472772
3353,ALG8,0.7557838002745716
3354,LRRC32,0.9693395027202929
3355,TSKU,0.5015762444704327
3356,ACER3,0.7407840545075507
3357,B3GNT6,0.2386230741851833
3358,CAPN5,0.3737224792800122
3359,OMP,0.10743885696852595
3360,C2CD3,0.6010067625972441
3361,LRTOMT,0.48840697615294654
3362,CCDC82,0.9166624294503483
3363,JRKL,0.466009050694056
3364,TMEM45B,0.23369095439060356
3365,PRDM10,0.5396857680378299
3366,ST14,0.31555397366146337
3367,CLP1,0.7154116031931662
3368,AKIP1,0.8070880154573651
3369,C11orf16,0.15078557990542532
3370,TMEM9B,0.8556465144658565
3371,SCUBE2,0.6304469415772614
3372,DENND5A,0.9331875730919815
3373,TMEM41B,0.679412213352316
3374,IPO7,0.8699344078913916
3375,CD5,0.18818325113133677
3376,VPS37C,0.5353129607972746
3377,PGA3,0.22092845883968068
3378,PGA5,0.1402603345706005
3379,DDB1,0.8934763817562414
3380,TKFC,0.6948187318859003
3381,CYB561A3,0.675802105049067
3382,CPSF7,0.7203945695835664
3383,,0.047973763156556666
3384,SDHAF2,0.7751563532821477
3385,PPP1R32,0.3855188895103473
3386,LRRC10B,0.3130116438704429
3387,TUT1,0.6163115879391875
3388,MTA2,0.6010830324909747
3389,EML3,0.7435043473839427
3390,ROM1,0.5688971373366553
3391,B3GAT3,0.7209538821375909
3392,GANAB,0.8804088066303961
3393,INTS5,0.6584125692784868
3394,,0.047973763156556666
3395,C11orf98,0.574566532770631
3396,CSKMT,0.5973458076981746
3397,UQCC3,0.6582091828952051
3398,UBXN1,0.9517465805664311
3399,LRRN4CL,0.317740377281741
3400,GNG3,0.29880002033863834
3401,HNRNPUL2,0.6093456043117913
3402,DLAT,0.5532618091218793
3403,CHRM1,0.19273402145726343
3404,IFTAP,0.047973763156556666
3405,PIH1D2,0.31440992525550415
3406,ARAP1,0.49244928052066916
3407,PLAAT3,0.047973763156556666
3408,TP53AIP1,0.19273402145726343
3409,WDR74,0.7881222352163523
3410,DEUP1,0.167615803121981
3411,MARK2,0.5926170742868765
3412,MRGPRX3,0.1598871205572787
3413,OR5AN1,0.167615803121981
3414,OR51L1,0.3940102710123557
3415,OR8J1,0.047973763156556666
3416,OR8D4,0.19725936848527992
3417,OR4S2,0.10743885696852595
3418,OR4C6,0.1268114099761021
3419,OR8H2,0.1268114099761021
3420,OR4D9,0.25011440484059594
3421,PSMC3,0.933492652666904
3422,OR52N5,0.3463415874307215
3423,OR56A4,0.20107286317181064
3424,OR52A5,0.10743885696852595
3425,OR8D1,0.1402603345706005
3426,OR5B3,0.047973763156556666
3427,MAP6,0.47554278741038286
3428,OR52A1,0.21047948339858646
3429,OR5A2,0.1268114099761021
3430,OR10G7,0.1268114099761021
3431,OR52N1,0.3426552092337418
3432,OR5B2,0.10743885696852595
3433,OR5M3,0.1268114099761021
3434,OR8B8,0.10743885696852595
3435,STARD10,0.6845985661259979
3436,CASP4,0.9328316469212387
3437,CASP5,0.3680276605481263
3438,CENATAC,0.047973763156556666
3439,RPS25,0.9887629023236895
3440,TRAPPC4,0.8167997152590634
3441,C2CD2L,0.6727513092998424
3442,HINFP,0.7592413687903595
3443,ABCG4,0.20107286317181064
3444,PDZD3,0.24510601515228556
3445,MCAM,0.047973763156556666
3446,GRK2,0.7227843595871256
3447,ANKRD13D,0.5899730513042152
3448,SSH3,0.6517008186301927
3449,RAD9A,0.5477195301774547
3450,PITPNM1,0.5006864290435755
3451,CDK2AP2,0.8996796664463315
3452,CABP2,0.047973763156556666
3453,GSTP1,0.9692886561244725
3454,NDUFV1,0.9036457009203234
3455,NUDT8,0.4742461992169624
3456,ACY3,0.21556414298062745
3457,SLC22A6,0.1402603345706005
3458,SLC22A8,0.17918340367112423
3459,SLC22A9,0.18818325113133677
3460,TRIM5,0.7655971932679108
3461,ARFIP2,0.7943255199064423
3462,TIMM10B,0.7424111455738038
3463,TPP1,0.9202725377535974
3464,OR10A4,0.047973763156556666
3465,FADS2,0.4036965475161438
3466,TRMT112,0.9449839833223166
3467,CREBZF,0.689327299537296
3468,OR9G1,0.047973763156556666
3469,OR4D10,0.10743885696852595
3470,NCR3LG1,0.4362637921391163
3471,ZBTB16,0.9275944475517364
3472,USH1C,0.2040219657293944
3473,OTOG,0.15078557990542532
3474,OLFML1,0.31250317791223875
3475,PPFIBP2,0.38948492398433926
3476,CYB5R2,0.3574007220216607
3477,BUD13,0.6679717292927239
3478,ZPR1,0.8654853307571058
3479,APOA5,0.22298774597040727
3480,APOA4,0.047973763156556666
3481,APOC3,0.3655361773529262
3482,APOA1,0.43298418670869987
3483,SIK3,0.6882086744292469
3484,OR56A3,0.1598871205572787
3485,OR51M1,0.2809020186098541
3486,OR51I2,0.1268114099761021
3487,BSCL2,0.5397874612294706
3488,OR52K2,0.047973763156556666
3489,OR52K1,0.1598871205572787
3490,CCDC87,0.2184115523465704
3491,CCS,0.6791071337773936
3492,RBM14,0.803223674175014
3493,RBM14-RBM4,0.4699242385722276
3494,RBM4,0.7631057100727107
3495,RBM4B,0.6963187064626023
3496,ARHGAP32,0.5440839985762953
3497,ANO5,0.42988254436365486
3498,OR52M1,0.047973763156556666
3499,OR5M1,0.10743885696852595
3500,OR51F2,0.10743885696852595
3501,OR1S1,0.10743885696852595
3502,OR8B3,0.10743885696852595
3503,OR8B2,0.047973763156556666
3504,OR10A3,0.1268114099761021
3505,OR10A2,0.3379518991203539
3506,OR5A1,0.15078557990542532
3507,OR51G2,0.10743885696852595
3508,OR51A7,0.047973763156556666
3509,OR52E4,0.047973763156556666
3510,OR5T1,0.047973763156556666
3511,KCNJ11,0.42629785935831593
3512,OR6A2,0.2416738699344079
3513,OR51D1,0.17918340367112423
3514,OR51E1,0.3721970814053999
3515,OR2AG2,0.20717445467025983
3516,OR10G8,0.047973763156556666
3517,AIP,0.8879341028118167
3518,OR51A4,0.047973763156556666
3519,NADSYN1,0.6497178013931967
3520,KRTAP5-7,0.15078557990542532
3521,KRTAP5-8,0.17389535770580158
3522,KRTAP5-9,0.1598871205572787
3523,KRTAP5-10,0.167615803121981
3524,LRRC56,0.3467229368993746
3525,OR8J3,0.30520669141200996
3526,ABCC8,0.2619616616667514
3527,THAP12,0.7024711445568719
3528,GVQW3,0.3437738343417908
3529,CTNND1,0.9686276503788072
3530,OR52I2,0.1268114099761021
3531,OR51E2,0.21556414298062745
3532,OR10G4,0.2040219657293944
3533,TSG101,0.9389332384196878
3534,UEVLD,0.6925814816698022
3535,SPTY2D1,0.7337672242843342
3536,CDKN1C,0.7809274419077643
3537,ALKBH3,0.7073269944577211
3538,ACCSL,0.10743885696852595
3539,ACCS,0.566253114353994
3540,ALX4,0.3081049473737733
3541,EXT2,0.8164946356841409
3542,FAM111A,0.7594447551736411
3543,SPTBN2,0.3536380739309503
3544,RPL27A,0.9885595159404078
3545,MMP3,0.32412162505720243
3546,MMP12,0.19725936848527992
3547,DCUN1D5,0.7587329028321554
3548,DYNC2H1,0.6443789088320537
3549,PTDSS2,0.5578888493415366
3550,APIP,0.6165403976203793
3551,PDHX,0.6546499211877764
3552,SYT13,0.2040219657293944
3553,PIDD1,0.5175674988559515
3554,BACE1,0.5143895866171759
3555,RSF1,0.9263741292520465
3556,MS4A6A,0.432628260537957
3557,ADAMTS15,0.3565871764885341
3558,OVCH2,0.1598871205572787
3559,TMEM80,0.5892611989627294
3560,OR10A5,0.047973763156556666
3561,OR4D5,0.047973763156556666
3562,OR5D18,0.047973763156556666
3563,OR8K1,0.047973763156556666
3564,OR8I2,0.10743885696852595
3565,OR2D3,0.047973763156556666
3566,OR5AR1,0.047973763156556666
3567,OR4A16,0.10743885696852595
3568,OR6Q1,0.1598871205572787
3569,HTR3A,0.19725936848527992
3570,OR8G5,0.047973763156556666
3571,PGA4,0.047973763156556666
3572,OR9Q2,0.1402603345706005
3573,OR5AS1,0.21302181318960695
3574,OR2AG1,0.18818325113133677
3575,OR52N4,0.2401738953577058
3576,CHEK1,0.40972186912086234
3577,OR8G1,0.17918340367112423
3578,OR4C15,0.10743885696852595
3579,OR51T1,0.047973763156556666
3580,OR2D2,0.1268114099761021
3581,OR8D2,0.10743885696852595
3582,OR5M10,0.047973763156556666
3583,OR6T1,0.047973763156556666
3584,OR6X1,0.1268114099761021
3585,OR8B12,0.10743885696852595
3586,OR8B4,0.047973763156556666
3587,OR5M11,0.047973763156556666
3588,OR5M8,0.047973763156556666
3589,OR6M1,0.10743885696852595
3590,IRAG1,0.047973763156556666
3591,OR4C11,0.15078557990542532
3592,OR9I1,0.10743885696852595
3593,TBX10,0.10743885696852595
3594,OR56A1,0.17389535770580158
3595,OR5B21,0.17389535770580158
3596,OR10AG1,0.15078557990542532
3597,OR51I1,0.10743885696852595
3598,OR51B2,0.1268114099761021
3599,OR4C5,0.047973763156556666
3600,OR52H1,0.2282503686378197
3601,OR5T2,0.047973763156556666
3602,CCDC73,0.32803681293537396
3603,OR5AP2,0.047973763156556666
3604,OR4D6,0.10743885696852595
3605,RIC8A,0.7500381349468653
3606,DPAGT1,0.875680073219098
3607,CHRM4,0.10743885696852595
3608,ARHGAP20,0.43077235979051204
3609,DCDC1,0.2401738953577058
3610,NTM,0.21556414298062745
3611,NFRKB,0.6195149234758733
3612,GDPD4,0.047973763156556666
3613,AMBRA1,0.6108201555905832
3614,TBCEL,0.5042965373468247
3615,DKK3,0.38790867951390656
3616,TPH1,0.43860273554685514
3617,GRM5,0.15078557990542532
3618,MS4A6E,0.1598871205572787
3619,FLRT1,0.17918340367112423
3620,TMEM218,0.7016321757258351
3621,SOX6,0.5052371993695022
3622,OR52N2,0.1402603345706005
3623,SLCO2B1,0.5244572125896171
3624,TPBGL,0.38643412823511464
3625,ARRB1,0.8066303960949814
3626,KLHL35,0.4234250266944628
3627,CDON,0.3875527533431637
3628,RPS13,0.9925763970102202
3629,PIK3C2A,0.9418314943814512
3630,DNAJC4,0.6738699344078914
3631,MED19,0.7288859510855749
3632,TTC36,0.2911476076676667
3633,TMEM25,0.598261046422942
3634,IFT46,0.6337011237097676
3635,SLC22A24,0.1268114099761021
3636,CD3E,0.3194691615396349
3637,KMT2A,0.9371536075659734
3638,PHF21A,0.7700716937001068
3639,SMTNL1,0.30068134438399347
3640,OR52I1,0.26615650582193523
3641,MMP26,0.047973763156556666
3642,OR51S1,0.047973763156556666
3643,MEN1,0.5783800274571618
3644,GLYATL2,0.25540245080591856
3645,ZNRD2,0.047973763156556666
3646,FAM89B,0.7423602989779834
3647,EHBP1L1,0.7260893883154523
3648,KCNK7,0.34547719530177456
3649,MAP3K11,0.8927645294147557
3650,PCNX3,0.6190064575176691
3651,SIPA1,0.7176997000050847
3652,MS4A4E,0.2911476076676667
3653,LTBP3,0.722835206182946
3654,OR5P2,0.047973763156556666
3655,FADD,0.5285249402552499
3656,VSIG10L2,0.24352977068185286
3657,ANO1,0.37545126353790614
3658,FOLR3,0.25997864442975543
3659,OR4C3,0.1268114099761021
3660,PCSK7,0.7427416484466365
3661,DDX6,0.8932221487771393
3662,AGBL2,0.22484364671785223
3663,ARCN1,0.9118828494432297
3664,HIKESHI,0.8241216250572024
3665,VWCE,0.5919052219453907
3666,NUMA1,0.8280876595311943
3667,BIRC2,0.8871205572786902
3668,PGR,0.3312909950678802
3669,GRAMD1B,0.41320486093456044
3670,MMP13,0.10743885696852595
3671,EPS8L2,0.3432145217877663
3672,KRTAP5-4,0.047973763156556666
3673,KRTAP5-11,0.10743885696852595
3674,ODF3,0.2958254944831444
3675,PSMD13,0.9183403671124218
3676,LDHAL6A,0.4574668225962272
3677,TRIM3,0.6348705954136371
3678,SELENOH,0.9224080947780546
3679,MDK,0.7055982101998272
3680,TNNI2,0.24510601515228556
3681,SCYL1,0.7946305994813647
3682,PHLDB1,0.7458178674937713
3683,WNT11,0.43883154522804696
3684,FOLR2,0.3578583413840443
3685,P2RX3,0.15078557990542532
3686,INPPL1,0.6137184115523465
3687,CD44,0.8390705242284029
3688,OR8H1,0.10743885696852595
3689,MYBPC3,0.1838612904866019
3690,MYO7A,0.5913459093913662
3691,HPX,0.3971881832511313
3692,CNTN5,0.19725936848527992
3693,NAV2,0.8536126506330401
3694,NUCB2,0.9226114811613363
3695,PANX1,0.6074642802664362
3696,GPR83,0.18818325113133677
3697,DPP3,0.6701072863171811
3698,C11orf91,0.45767020897950883
3699,FBXO3,0.7849188996796664
3700,OR10A6,0.047973763156556666
3701,OR5B12,0.1402603345706005
3702,OR51V1,0.047973763156556666
3703,OR8K3,0.047973763156556666
3704,OR9G4,0.10743885696852595
3705,AMPD3,0.31817257334621446
3706,BET1L,0.7473432653683836
3707,GAS2,0.38948492398433926
3708,H2AX,0.047973763156556666
3709,APLNR,0.8938831545228046
3710,HTR3B,0.29061371841155237
3711,IFITM2,0.9884578227487669
3712,ANAPC15,0.5712106574464839
3713,LRRC51,0.047973763156556666
3714,OR5P3,0.047973763156556666
3715,ZP1,0.32254538058676974
3716,HPS5,0.6713530279147811
3717,GTF2H1,0.8363756546499211
3718,SAA1,0.47856815986169726
3719,POU2AF1,0.231885900238979
3720,LAYN,0.763156556668531
3721,SIK2,0.8761376925814817
3722,BTG4,0.15078557990542532
3723,HOATZ,0.047973763156556666
3724,TMEM86A,0.3525957187166319
3725,IGSF22,0.4503482991813698
3726,PTPN5,0.5923374180098643
3727,MRGPRX2,0.10743885696852595
3728,MRGPRX1,0.1268114099761021
3729,JAM3,0.9057304113489602
3730,VPS26B,0.6080490161183709
3731,THYN1,0.7585295164488738
3732,ACAD8,0.7080896933950273
3733,ATM,0.720343722987746
3734,GLB1L3,0.15078557990542532
3735,OR5T3,0.047973763156556666
3736,OR52E5,0.1402603345706005
3737,DEAF1,0.7135811257436314
3738,SHANK2,0.473076727513093
3739,IZUMO1R,0.10743885696852595
3740,NCAPD3,0.6226674124167387
3741,AP2A2,0.6722174200437281
3742,DHCR7,0.6265317536990899
3743,FOXRED1,0.5811003203335536
3744,TSPAN4,0.9013067575125845
3745,TAF10,0.6578024101286419
3746,TMEM216,0.6445822952153354
3747,DENND2B,0.047973763156556666
3748,SBF2,0.8327655463466721
3749,ASCL3,0.10743885696852595
3750,OR51F1,0.047973763156556666
3751,VPS11,0.6049473737733259
3752,POU2AF2,0.047973763156556666
3753,POU2AF3,0.047973763156556666
3754,DDX10,0.7727919865764987
3755,RNF26,0.5963542990796766
3756,C1QTNF5,0.33769766614125185
3757,MFRP,0.10743885696852595
3758,USP2,0.3324604667717496
3759,THY1,0.5064829409671022
3760,CCDC153,0.39428992728936796
3761,MYEOV,0.32524025016525143
3762,CCND1,0.8025626684293486
3763,LTO1,0.6286164641277266
3764,FGF19,0.1268114099761021
3765,FGF4,0.047973763156556666
3766,CXCR5,0.271088625616515
3767,BCL9L,0.5893628921543702
3768,UPK2,0.20717445467025983
3769,FOXR1,0.1402603345706005
3770,HMBS,0.6299130523211471
3771,SLC22A25,0.10743885696852595
3772,CELF1,0.8692734021457263
3773,SMIM38,0.1598871205572787
3774,MS4A1,0.39240860324401283
3775,NLRP10,0.17918340367112423
3776,GLYATL1,0.17918340367112423
3777,SMIM35,0.21556414298062745
3778,TMEM138,0.6347180556261758
3779,LMO1,0.18818325113133677
3780,STK33,0.30561346417857327
3781,CARNS1,0.4268825952102507
3782,ANKRD42,0.5622616565820918
3783,PCF11,0.9378654599074592
3784,BTBD18,0.2184115523465704
3785,SPTY2D1OS,0.3846036507855799
3786,SYT8,0.2370468297147506
3787,LBHD1,0.49468653073676716
3788,CARD16,0.7333604515177709
3789,CWF19L2,0.6840901001677938
3790,PAX6,0.28954593989932376
3791,CCDC83,0.22484364671785223
3792,SYTL2,0.38185793461127776
3793,NUP160,0.6594803477907154
3794,HYOU1,0.6347943255199064
3795,KCTD21,0.44343316214979406
3796,USP35,0.38162912493008594
3797,GAB2,0.7359282046067016
3798,ATP5MG,0.9404077896984797
3799,NARS2,0.6283622311486246
3800,EMSY,0.6421416586159556
3801,INS-IGF2,0.047973763156556666
3802,INS,0.3960187115472619
3803,TH,0.2416738699344079
3804,ASCL2,0.32335892611989625
3805,C11orf21,0.23554685513804852
3806,TSPAN32,0.2370468297147506
3807,DGKZ,0.6839629836782427
3808,CD3D,0.30190166268368335
3809,CD3G,0.28809681191844205
3810,,0.047973763156556666
3811,CASP1,0.7998169522550466
3812,CLPB,0.7689530685920578
3813,NXPE2,0.2370468297147506
3814,NXPE1,0.20107286317181064
3815,SNX15,0.30398637311232013
3816,SAC3D1,0.4739156963441298
3817,NAALADL1,0.6222606396501754
3818,CDCA5,0.38389179844409416
3819,ZFPL1,0.5416179386790054
3820,TMEM262,0.29239334926526667
3821,VPS51,0.8560532872324198
3822,TM7SF2,0.4875171607260894
3823,ZNHIT2,0.39670514059083745
3824,FAU,0.9860680327452077
3825,SYVN1,0.8541211165912442
3826,MRPL49,0.7732241826409721
3827,CAPN1,0.8255453297401739
3828,TRIM64B,0.10743885696852595
3829,TSSC4,0.8007830375756343
3830,TRPM5,0.4311537092591651
3831,TRIM49D1,0.047973763156556666
3832,TRIM49D2,0.047973763156556666
3833,TRIM49C,0.1268114099761021
3834,UBTFL1,0.10743885696852595
3835,TRIM64,0.047973763156556666
3836,FXYD2,0.4729241877256318
3837,FXYD6-FXYD2,0.2184115523465704
3838,FXYD6,0.8918492906899883
3839,IL10RA,0.36256165149743225
3840,CAVIN3,0.9070524228402909
3841,SMPD1,0.5521940306096507
3842,DNHD1,0.5081608786291758
3843,NRIP3,0.3588244267046321
3844,C11orf58,0.9715259063405705
3845,KCNK4,0.047973763156556666
3846,C11orf97,0.24352977068185286
3847,PIWIL4,0.4422636904459246
3848,FUT4,0.41320486093456044
3849,SPDYC,0.10743885696852595
3850,INTS4,0.6275232623175878
3851,ZW10,0.5631768953068592
3852,CLDN25,0.047973763156556666
3853,NECTIN1,0.43334011287944274
3854,FLI1,0.9326791071337774
3855,USP28,0.6157014287893425
3856,OR5AK2,0.33632480805410075
3857,MOB2,0.7875629226623277
3858,KRTAP5-5,0.047973763156556666
3859,CWC15,0.8174098744089083
3860,KDM4D,0.34448568668327656
3861,KDM4E,0.44765342960288806
3862,SRSF8,0.865383637565465
3863,ENDOD1,0.8835104489754411
3864,SESN3,0.7242589108659175
3865,KDM4F,0.047973763156556666
3866,TRAF6,0.784613820104744
3867,RAG1,0.36370569990339147
3868,RAG2,0.1268114099761021
3869,SLC22A10,0.19273402145726343
3870,CHST1,0.632633345197539
3871,SLC35C1,0.6937763766715819
3872,C11orf80,0.48675446178878323
3873,RCE1,0.7904611786240912
3874,PC,0.3288503584685005
3875,LRFN4,0.3907560888798495
3876,C11orf86,0.047973763156556666
3877,SLC37A4,0.55832104540601
3878,TRIM49B,0.047973763156556666
3879,TRIM64C,0.1598871205572787
3880,CDC42EP2,0.5315503127065643
3881,SLC25A45,0.5134489245944984
3882,FRMD8,0.8676971576752937
3883,RELA,0.9048660192200132
3884,RNH1,0.9425941933187573
3885,ALDH3B1,0.32282503686378194
3886,NDUFS8,0.8711801494889917
3887,CHKA,0.7326485991762851
3888,C11orf24,0.5220419992881477
3889,LRP5,0.8173081812172674
3890,APLP2,0.9800172878425789
3891,ZBTB44,0.7953932984186709
3892,ADAMTS8,0.24510601515228556
3893,MRE11,0.6254131285910408
3894,ANKRD49,0.549880510499822
3895,IRF7,0.737224792800122
3896,TRIM51G,0.047973763156556666
3897,GPR137,0.5448721208115117
3898,ALKBH8,0.5214064168403926
3899,TCIRG1,0.8199013576041084
3900,PRDM11,0.45090761173539434
3901,CCDC90B,0.846900899984746
3902,PLEKHA7,0.6594040778969847
3903,PTPRJ,0.44335689225606345
3904,OR4B1,0.10743885696852595
3905,OR4X2,0.047973763156556666
3906,OR4X1,0.047973763156556666
3907,FERMT3,0.494050948289012
3908,STIM1,0.7142421314892968
3909,TOMT,0.047973763156556666
3910,OR52E8,0.047973763156556666
3911,TRIM22,0.9098998322062338
3912,AAMDC,0.7211318452229624
3913,CD81,0.9717292927238521
3914,RIC3,0.4066202267758174
3915,UNC93B1,0.49982203691462856
3916,XNDC1N,0.047973763156556666
3917,IL18BP,0.8569685259571872
3918,ALDH3B2,0.1268114099761021
3919,OR51C1P,0.047973763156556666
3920,OR10D3,0.1268114099761021
3921,OR4A15,0.4203233843494178
3922,OOSP3,0.15078557990542532
3923,TSGA10IP,0.047973763156556666
3924,OR56B2P,0.1838612904866019
3925,OR5D3P,0.10743885696852595
3926,OR1S2,0.1402603345706005
3927,OR51B5,0.21302181318960695
3928,OR10S1,0.10743885696852595
3929,PRR33,0.3333502821986068
3930,OOSP1,0.047973763156556666
3931,OOSP4A,0.047973763156556666
3932,RASSF10,0.42240809477805463
3933,PACSIN3,0.4642802664361621
3934,DDB2,0.7430213047236488
3935,ACP2,0.6879035948543245
3936,NR1H3,0.734250266944628
3937,ARFGAP2,0.7942238267148014
3938,CBL,0.8975441094218742
3939,SLC3A2,0.9845426348705955
3940,TIRAP,0.4159505771088626
3941,KMT5B,0.7968678496974627
3942,HSD17B12,0.8803579600345757
3943,C11orf96,0.9555600752529618
3944,TIGD3,0.27975797020389487
3945,BTBD10,0.8726292774698734
3946,PTH,0.1268114099761021
3947,FAR1,0.8461382010474399
3948,TMPRSS13,0.19273402145726343
3949,DPF2,0.8604769410687955
3950,RNF169,0.586973102150811
3951,SPCS2,0.9297300045761936
3952,NEU3,0.49077134285859564
3953,MSANTD4,0.5850917781054559
3954,KBTBD3,0.5874307215131946
3955,AASDHPPT,0.6953780444399248
